facility_id,cehrt_id,developer_name,product_name
180020,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
180024,0015C4HSE8YJ05Q,"Medisolv, Inc.",ENCOR-e
180025,0015CWD2653NY5L,Epic Systems Corporation,Beacon Cancer Registry Reporting
180027,0015CZ8QFF7QPS8,Secure Exchange Solutions,SES Direct
180029,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
180035,0015CW3NXQ9AG42,Epic Systems Corporation,Beaker Reportable Labs Reporting
180038,0015C8YGS65EE0D,Epic Systems Corporation,Beacon Cancer Registry Reporting
180040,0015CX8K9UM3M52,Cerner Corporation,Electronic Case Reporting
180043,0015CFG9KA7DWS7,Cerner Corporation,Electronic Case Reporting
180044,0015CRT7Y4XJX42,Epic Systems Corporation,Beacon Cancer Registry Reporting
180045,0015CW3NXQ9AG42,Epic Systems Corporation,Beaker Reportable Labs Reporting
180046,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
180048,0015CLU15QN45BX,Secure Exchange Solutions,SES Direct
180049,0015C124KR0SNP1,Epic Systems Corporation,Beaker Reportable Labs Reporting
180050,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
180051,0015CW4VMW3NMY3,Altera Digital Health Inc.,Sunrise Acute Care
180056,0015C9XTF3Q6PKS,Epic Systems Corporation,EpicCare Ambulatory Base
180064,0015CWD2653NY5L,Epic Systems Corporation,Beacon Cancer Registry Reporting
180066,0015CC4NC7PMU4W,Secure Exchange Solutions,SES Direct
180067,0015CVE0NUW5RTT,Epic Systems Corporation,EpicCare Inpatient Base
180069,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
180070,0015C8YGS65EE0D,Epic Systems Corporation,Beacon Cancer Registry Reporting
180078,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
180079,0015CE4ZXJ0FKT5,Secure Exchange Solutions,SES Direct
180080,0015C124KR0SNP1,Epic Systems Corporation,Beaker Reportable Labs Reporting
180087,0015C78VNK5JJP0,DrFirst,Rcopia
180088,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
180092,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
180093,0015C9XTF3Q6PKS,Epic Systems Corporation,EpicCare Ambulatory Base
180101,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
180102,0015C4J0ZKW5KKJ,Epic Systems Corporation,EpicCare Inpatient Base
180103,0015C124KR0SNP1,Epic Systems Corporation,Beaker Reportable Labs Reporting
180104,0015C124KR0SNP1,Epic Systems Corporation,Beaker Reportable Labs Reporting
180105,0015CS6RG8Z4GVH,Secure Exchange Solutions,SES Direct
180115,0015CR11XHK6S8D,Secure Exchange Solutions,SES Direct
180116,0015C4HSE8YJ05Q,"Medisolv, Inc.",ENCOR-e
180124,0015C622YQ4JDC3,"Surescripts, LLC",Surescripts Clinical Direct Messaging
180127,0015CS48Q53VKT0,"Surescripts, LLC",Surescripts Clinical Direct Messaging
180128,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
180130,0015C124KR0SNP1,Epic Systems Corporation,Beaker Reportable Labs Reporting
180132,0015C4XYB82NW5B,"Medisolv, Inc.",ENCOR-e
180138,0015C124KR0SNP1,Epic Systems Corporation,Beaker Reportable Labs Reporting
180139,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
180141,0015CX8K9UM3M52,Cerner Corporation,Electronic Case Reporting
180143,0015CWD2653NY5L,Epic Systems Corporation,Beacon Cancer Registry Reporting
180149,0015C1PC2VXC7PW,Cerner Corporation,Electronic Case Reporting
180154,nan,nan,
181301,0015C4J0ZKW5KKJ,Epic Systems Corporation,EpicCare Inpatient Base
181302,0015CLU15QN45BX,Secure Exchange Solutions,SES Direct
181304,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
181305,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
181306,0015C9XTF3Q6PKS,Epic Systems Corporation,EpicCare Ambulatory Base
181307,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
181308,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
181309,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
181310,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
181311,0015CW3NXQ9AG42,Epic Systems Corporation,Beaker Reportable Labs Reporting
181314,0015CN1GL8M6DYQ,Secure Exchange Solutions,SES Direct
181315,0015CLU15QN45BX,Secure Exchange Solutions,SES Direct
181316,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
181317,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
181318,0015CN1GL8M6DYQ,Secure Exchange Solutions,SES Direct
181319,nan,nan,
181320,0015CMJ8XDN1QN9,Cerner Corporation,Electronic Case Reporting
181321,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
181322,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
181323,nan,nan,
181324,0015CN1GL8M6DYQ,Secure Exchange Solutions,SES Direct
181325,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
181327,0015CLJ6CPB7FN6,Secure Exchange Solutions,SES Direct
181328,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
181329,0015CWD2653NY5L,Epic Systems Corporation,Beacon Cancer Registry Reporting
181330,0015CJ9CMR3T0SG,DrFirst,Rcopia
181331,0015C946ANU9N81,MedAllies,MedAllies Direct Solutions™
181332,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
181333,nan,nan,
190002,0015CVZ8NZE0N5M,Epic Systems Corporation,Beaker Reportable Labs Reporting
190004,0015CPS8PBQ1L98,DrFirst,Rcopia
190005,0015CUP3NEU1E4P,Epic Systems Corporation,Beacon Cancer Registry Reporting
190006,0015CVZ8NZE0N5M,Epic Systems Corporation,Beaker Reportable Labs Reporting
190007,0015CDR9VB4KSE5,Secure Exchange Solutions,SES Direct
190008,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190011,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190013,0015CK3MKQ1BP7X,"Premier Healthcare Solutions, Inc.",eCQM Calculator
190014,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190015,0015C55T8AH25UH,Epic Systems Corporation,Electronic Case Reporting
190017,0015C80E18RAW4X,Cerner Corporation,Electronic Case Reporting
190019,0015CJR3Z59N4NU,"Surescripts, LLC",Surescripts Clinical Direct Messaging
190020,0015CLW92XXB6YE,Secure Exchange Solutions,SES Direct
190025,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190026,0015C622YQ4JDC3,"Surescripts, LLC",Surescripts Clinical Direct Messaging
190027,0015CJR3Z59N4NU,"Surescripts, LLC",Surescripts Clinical Direct Messaging
190034,0015C80E18RAW4X,Cerner Corporation,Electronic Case Reporting
190036,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190039,0015CUP3NEU1E4P,Epic Systems Corporation,Beacon Cancer Registry Reporting
190040,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190041,0015CJR3Z59N4NU,"Surescripts, LLC",Surescripts Clinical Direct Messaging
190044,0015CVZ8NZE0N5M,Epic Systems Corporation,Beaker Reportable Labs Reporting
190045,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190046,0015CHL24QZ8GAF,Epic Systems Corporation,Beacon Cancer Registry Reporting
190050,0015CUU0VN4CTW1,MedAllies,MedAllies Direct Solutions™
190053,0015CVZ8NZE0N5M,Epic Systems Corporation,Beaker Reportable Labs Reporting
190054,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190060,nan,nan,
190064,0015CVE0NUW5RTT,Epic Systems Corporation,EpicCare Inpatient Base
190065,0015CK3MKQ1BP7X,"Premier Healthcare Solutions, Inc.",eCQM Calculator
190079,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190086,0015CX112ZVK0ZX,Secure Exchange Solutions,SES Direct
190088,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190090,0015CD30BJE5K3L,Secure Exchange Solutions,SES Direct
190098,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190099,0015CD30BJE5K3L,Secure Exchange Solutions,SES Direct
190102,0015CVE0NUW5RTT,Epic Systems Corporation,EpicCare Inpatient Base
190106,nan,nan,
190111,0015CHF5LA5KND5,"Park Avenue Capital, LLC dba MaxMD",MaxMD Direct mdEmail®
190114,0015CD38WA7A77E,Secure Exchange Solutions,SES Direct
190116,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
190118,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190125,0015CVE0NUW5RTT,Epic Systems Corporation,EpicCare Inpatient Base
190128,0015C7QHT4SYU4B,"InterOperability Bidco, Inc., d.b.a. Rhapsody",Corepoint Integration Engine
190133,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190140,0015C9Z58N4E02Y,Scientific Technologies Corporation,ImmsLink
190144,0015CFH8ALS0PHX,Secure Exchange Solutions,SES Direct
190145,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190151,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190160,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
190164,0015CD38WA7A77E,Secure Exchange Solutions,SES Direct
190167,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
190176,0015CKR5HCD6T9Y,"Surescripts, LLC",Surescripts Clinical Direct Messaging
190183,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190184,0015CW40F8CZL04,DrFirst,Rcopia
190190,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190201,0015CJR3Z59N4NU,"Surescripts, LLC",Surescripts Clinical Direct Messaging
190202,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190208,0015CT0PPT32RH0,Persivia,Persivia Platform
190218,0015CD30BJE5K3L,Secure Exchange Solutions,SES Direct
190241,nan,nan,
190245,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190251,nan,nan,
190255,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190256,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190259,0015C40C0YCP4T4,MedAllies,MedAllies Direct Solutions™
190266,0015CAE6T4C0BJB,"Park Avenue Capital, LLC dba MaxMD",MaxMD Direct mdEmail®
190267,0015C1MWQ0ZHE9S,Cerner Corporation,Electronic Case Reporting
190270,0015CVY1N1F91KM,Secure Exchange Solutions,SES Direct
190274,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190278,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190298,0015CQZ3GL3N8TR,"Premier Healthcare Solutions, Inc.",eCQM Calculator
190300,nan,nan,
190302,nan,nan,
190303,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
190308,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190312,0015CVE0NUW5RTT,Epic Systems Corporation,EpicCare Inpatient Base
190313,0015CUP3NEU1E4P,Epic Systems Corporation,Beacon Cancer Registry Reporting
190316,nan,nan,
190317,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
190318,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
190319,nan,nan,
191300,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191301,0015C8CHE73ABS5,Secure Exchange Solutions,SES Direct
191302,0015CVZ8NZE0N5M,Epic Systems Corporation,Beaker Reportable Labs Reporting
191304,0015CDA13YNK8F1,Cerner Corporation,Electronic Case Reporting
191305,0015C4DPR23A8VK,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
191306,nan,nan,
191307,0015CY9N5RK82FA,Secure Exchange Solutions,SES Direct
191308,0015CT0PPT32RH0,Persivia,Persivia Platform
191309,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191310,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191311,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191312,0015CJR3Z59N4NU,"Surescripts, LLC",Surescripts Clinical Direct Messaging
191313,0015C80E18RAW4X,Cerner Corporation,Electronic Case Reporting
191314,nan,nan,
191315,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191316,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191317,0015C80E18RAW4X,Cerner Corporation,Electronic Case Reporting
191318,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191319,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
191320,0015CD30BJE5K3L,Secure Exchange Solutions,SES Direct
191321,0015CHL24QZ8GAF,Epic Systems Corporation,Beacon Cancer Registry Reporting
191322,0015CVZ8NZE0N5M,Epic Systems Corporation,Beaker Reportable Labs Reporting
191323,0015CQT7URF86HV,Persivia,Persivia Platform
191324,0015CEA2XUM6B27,Epic Systems Corporation,EpicCare Inpatient Base
191325,nan,nan,
191326,0015CXZ21PBQ54A,Azalea Health,ChartAccess ®
191327,nan,nan,
193300,nan,nan,
200001,0015C4J0ZKW5KKJ,Epic Systems Corporation,EpicCare Inpatient Base
200008,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
200009,0015CKC5HA5F51T,Epic Systems Corporation,Beacon Cancer Registry Reporting
20001,0015CCE123S5WK4,Epic Systems Corporation,Beaker Reportable Labs Reporting
200018,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
200020,0015CK3MKQ1BP7X,"Premier Healthcare Solutions, Inc.",eCQM Calculator
200021,0015CKC5HA5F51T,Epic Systems Corporation,Beacon Cancer Registry Reporting
200024,0015C32G0EM34J6,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
200031,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
200033,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
200034,0015C4J0ZKW5KKJ,Epic Systems Corporation,EpicCare Inpatient Base
200039,0015CW4VMW3NMY3,Altera Digital Health Inc.,Sunrise Acute Care
200041,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
200050,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
200052,0015C7G9EJT78H8,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
20006,0015CR8535UDY24,"InterOperability Bidco, Inc., d.b.a. Rhapsody",Rhapsody Integration Engine
200063,0015CKC5HA5F51T,Epic Systems Corporation,Beacon Cancer Registry Reporting
20008,0015C084N9B8PXS,Imprivata,Imprivata FairWarning
20012,0015C3K3YJ2CSK4,Cerner Corporation,Electronic Case Reporting
20017,0015CYV73ECC6M9,Epic Systems Corporation,Beaker Reportable Labs Reporting
20018,0015CNE5E23X9WJ,Cerner Corporation,HealtheAnalytics: Promoting Interoperability
20024,0015CDF3ECN53CG,Epic Systems Corporation,Beaker Reportable Labs Reporting
20026,0015C5SDY48QRN1,Cerner Corporation,Electronic Case Reporting
201300,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
201301,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
201302,0015CKC5HA5F51T,Epic Systems Corporation,Beacon Cancer Registry Reporting
201303,nan,nan,
201304,0015C80E18RAW4X,Cerner Corporation,Electronic Case Reporting
201305,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
201306,0015C32G0EM34J6,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
201307,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
201308,0015C05XRW4G6B6,Secure Exchange Solutions,SES Direct
201309,0015C80E18RAW4X,Cerner Corporation,Electronic Case Reporting
201310,0015C32G0EM34J6,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
201311,0015C80E18RAW4X,Cerner Corporation,Electronic Case Reporting
201312,0015CKC5HA5F51T,Epic Systems Corporation,Beacon Cancer Registry Reporting
201313,0015CE1VL612TJY,Imprivata,Imprivata FairWarning
201314,0015CZK3868FUL4,"Park Avenue Capital, LLC dba MaxMD",MaxMD Direct mdEmail®
201315,0015CKC5HA5F51T,Epic Systems Corporation,Beacon Cancer Registry Reporting
201316,nan,nan,
210001,0015CYT94LS81XV,Epic Systems Corporation,Beacon Cancer Registry Reporting
210002,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210003,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210004,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
210005,0015CHH3A0TPA3A,Secure Exchange Solutions,SES Direct
210008,0015C3GKN8P5MDL,Epic Systems Corporation,Beaker Reportable Labs Reporting
210009,0015C6D7SZ9A442,Epic Systems Corporation,Electronic Case Reporting
210011,0015CMK0R40U06V,Secure Exchange Solutions,SES Direct
210012,0015C8ZRS80JAQ6,Imprivata,Imprivata FairWarning
210015,0015C6NE153843T,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
210016,0015CXJ1LSC4H6G,Cerner Corporation,Electronic Case Reporting
210017,0015CHA9ZLS6ELS,Epic Systems Corporation,Beacon Cancer Registry Reporting
210018,0015C6NE153843T,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
210019,0015CYK074QMH4Z,Epic Systems Corporation,Beacon Cancer Registry Reporting
210022,0015C6D7SZ9A442,Epic Systems Corporation,Electronic Case Reporting
210023,nan,nan,
210024,0015C6NE153843T,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
210027,0015CP46VRF6P8N,DrFirst,Rcopia
210028,0015C6NE153843T,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
210029,0015C6D7SZ9A442,Epic Systems Corporation,Electronic Case Reporting
210030,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210032,0015CTB8NHS6NGG,Imprivata,Imprivata FairWarning
210033,0015C8ZRS80JAQ6,Imprivata,Imprivata FairWarning
210034,0015C6NE153843T,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
210035,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210037,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210038,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210039,0015C3L6FG4X33T,"Surescripts, LLC",Surescripts Clinical Direct Messaging
210040,0015C8ZRS80JAQ6,Imprivata,Imprivata FairWarning
210043,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210044,0015CYT94LS81XV,Epic Systems Corporation,Beacon Cancer Registry Reporting
210048,0015C6D7SZ9A442,Epic Systems Corporation,Electronic Case Reporting
210049,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210051,nan,nan,
210056,0015C6NE153843T,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
210057,0015CXJ1LSC4H6G,Cerner Corporation,Electronic Case Reporting
210058,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210060,0015CXJ1LSC4H6G,Cerner Corporation,Electronic Case Reporting
210061,nan,nan,
210062,0015C6NE153843T,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
210063,0015CE0Q84QPW6R,Cerner Corporation,Electronic Lab Results
210064,0015C8ZRS80JAQ6,Imprivata,Imprivata FairWarning
210065,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
21301,0015CCE123S5WK4,Epic Systems Corporation,Beaker Reportable Labs Reporting
21302,0015CCE123S5WK4,Epic Systems Corporation,Beaker Reportable Labs Reporting
21304,nan,nan,
21305,nan,nan,
21306,0015CCE123S5WK4,Epic Systems Corporation,Beaker Reportable Labs Reporting
21307,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
21308,0015CN9A2LCQ8V2,Cerner Corporation,Electronic Case Reporting
21309,0015CN9A2LCQ8V2,Cerner Corporation,Electronic Case Reporting
21310,0015CN9A2LCQ8V2,Cerner Corporation,Electronic Case Reporting
21311,0015CU48GML2XL5,Epic Systems Corporation,EpicCare Inpatient Base
21312,nan,nan,
21313,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
21314,nan,nan,
213300,nan,nan,
213301,nan,nan,
220001,0015CWW3R9FPD02,Epic Systems Corporation,Beacon Cancer Registry Reporting
220002,0015CKY003B5ZBG,Epic Systems Corporation,Beacon Cancer Registry Reporting
220008,0015C4DPR23A8VK,Cerner Corporation,Antimicrobial Usage and Resistance Reporting
220010,0015CK3TYN7UYQ3,Orion Health,Communicate
220011,0015C4J0ZKW5KKJ,Epic Systems Corporation,EpicCare Inpatient Base
220012,0015CTU9MP4EP7C,Epic Systems Corporation,Beaker Reportable Labs Reporting
220015,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
220016,0015CK5DPM68H5T,Imprivata,Imprivata FairWarning
220017,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
220019,0015CWW3R9FPD02,Epic Systems Corporation,Beacon Cancer Registry Reporting
220020,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
220024,0015CK3TYN7UYQ3,Orion Health,Communicate
220029,0015CGE9P51LDH9,Orion Health,Communicate
220030,0015CK5DPM68H5T,Imprivata,Imprivata FairWarning
220031,0015CWT525JKU1H,Epic Systems Corporation,Beacon Cancer Registry Reporting
220033,0015CKY003B5ZBG,Epic Systems Corporation,Beacon Cancer Registry Reporting
220035,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
220036,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
220046,0015CNU77M679KC,MedAllies,MedAllies Direct Solutions™
220049,0015CWW3R9FPD02,Epic Systems Corporation,Beacon Cancer Registry Reporting
220052,nan,nan,
220060,0015C9LUY50XZP7,Orion Health,Communicate
220062,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
220063,0015CV6V21T2LKS,Epic Systems Corporation,Beaker Reportable Labs Reporting
220065,0015CK5DPM68H5T,Imprivata,Imprivata FairWarning
220066,nan,nan,
220070,0015CF08Y4L55QQ,Epic Systems Corporation,Beaker Reportable Labs Reporting
220071,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
220073,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
220074,0015CLX5UPP9B4B,Epic Systems Corporation,Beacon Cancer Registry Reporting
220075,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
220077,0015CK5DPM68H5T,Imprivata,Imprivata FairWarning
220080,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
220083,0015C9LUY50XZP7,Orion Health,Communicate
220084,0015C59SKS266VD,Orion Health,Communicate
220086,0015CHK31LTH57J,"Dynamic Health IT, Inc",ConnectEHR +BulkFHIR
220088,0015CAT6X2P8LT2,Cerner Corporation,Soarian Clinicals
220090,0015CW0XN36Z79K,Orion Health,Communicate
220095,0015CK3TYN7UYQ3,Orion Health,Communicate
220098,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
220100,0015CHL24QZ8GAF,Epic Systems Corporation,Beacon Cancer Registry Reporting
220101,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
220105,0015CKY003B5ZBG,Epic Systems Corporation,Beacon Cancer Registry Reporting
220108,0015C9LUY50XZP7,Orion Health,Communicate
220110,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
220111,0015C28CYJ5LLF4,"DataMotion, Inc.",DataMotion Direct
220116,0015CV6V21T2LKS,Epic Systems Corporation,Beaker Reportable Labs Reporting
220119,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
220126,nan,nan,
220135,0015CTU9MP4EP7C,Epic Systems Corporation,Beaker Reportable Labs Reporting
220163,0015CWW3R9FPD02,Epic Systems Corporation,Beacon Cancer Registry Reporting
220171,0015CKY003B5ZBG,Epic Systems Corporation,Beacon Cancer Registry Reporting
220175,nan,nan,
220176,nan,nan,
220177,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
221300,0015C9C70ZC87RM,Epic Systems Corporation,Beacon Cancer Registry Reporting
221302,0015CNU77M679KC,MedAllies,MedAllies Direct Solutions™
221303,0015CK3TYN7UYQ3,Orion Health,Communicate
221304,nan,nan,
223300,nan,nan,
223302,nan,nan,
223304,nan,nan,
230002,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
230003,0015CU18C3B754T,Epic Systems Corporation,Electronic Case Reporting
230005,0015CD44ZFB3ZJS,Epic Systems Corporation,EpicCare Inpatient Base
230013,nan,nan,
230015,0015CK3MKQ1BP7X,"Premier Healthcare Solutions, Inc.",eCQM Calculator
230017,0015CPR3LFS6VXN,Epic Systems Corporation,Beacon Cancer Registry Reporting
230019,0015C5LFV335W0K,Cerner Corporation,Electronic Case Reporting
230020,0015CN36YHY9RBC,Epic Systems Corporation,Electronic Case Reporting
230021,0015CZF3VFR47TZ,Epic Systems Corporation,EpicCare Ambulatory Base
230022,0015CD44ZFB3ZJS,Epic Systems Corporation,EpicCare Inpatient Base
230024,0015CQY4L8K8V1D,Imprivata,Imprivata FairWarning
230029,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
230030,0015C8LBU9NC5UB,Epic Systems Corporation,EpicCare Ambulatory Base
230031,0015C4H2WUK0S3A,Epic Systems Corporation,Beacon Cancer Registry Reporting
230035,0015CU18C3B754T,Epic Systems Corporation,Electronic Case Reporting
230036,0015C8LBU9NC5UB,Epic Systems Corporation,EpicCare Ambulatory Base
230037,0015CFG3Q10HY2V,"Inpriva, Inc.",hDirect Network Services
230038,0015CU18C3B754T,Epic Systems Corporation,Electronic Case Reporting
230041,0015C8KJ38G8XKU,Imprivata,FairWarning® Patient Privacy Monitoring
230046,0015CR0QPL5MKZ4,Epic Systems Corporation,Beacon Cancer Registry Reporting
230047,0015CCL4ANK5T16,Epic Systems Corporation,Beacon Cancer Registry Reporting
230053,0015CCL4ANK5T16,Epic Systems Corporation,Beacon Cancer Registry Reporting
230054,0015C0UNC8R9VFR,"Medisolv, Inc.",ENCOR-e
230055,nan,nan,
230058,0015C6BAM1VSL81,Cerner Corporation,Electronic Case Reporting
230059,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
230066,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
230069,0015C8XCN16R6V5,Epic Systems Corporation,Beacon Cancer Registry Reporting
230070,0015CTU9MP4EP7C,Epic Systems Corporation,Beaker Reportable Labs Reporting
230071,0015CT0PPT32RH0,Persivia,Persivia Platform
230072,nan,nan,
230075,0015CPR3LFS6VXN,Epic Systems Corporation,Beacon Cancer Registry Reporting
230077,nan,nan,
230078,0015CZF3VFR47TZ,Epic Systems Corporation,EpicCare Ambulatory Base
230080,0015C8KJ38G8XKU,Imprivata,FairWarning® Patient Privacy Monitoring
230081,0015C6BAM1VSL81,Cerner Corporation,Electronic Case Reporting
230085,0015CPR3LFS6VXN,Epic Systems Corporation,Beacon Cancer Registry Reporting
230089,0015CN36YHY9RBC,Epic Systems Corporation,Electronic Case Reporting
230092,0015CCL4ANK5T16,Epic Systems Corporation,Beacon Cancer Registry Reporting
230093,0015CU18C3B754T,Epic Systems Corporation,Electronic Case Reporting
230095,0015C8LBU9NC5UB,Epic Systems Corporation,EpicCare Ambulatory Base
230097,0015C6BAM1VSL81,Cerner Corporation,Electronic Case Reporting
230099,0015CD44ZFB3ZJS,Epic Systems Corporation,EpicCare Inpatient Base
230100,nan,nan,
230104,0015CQY4L8K8V1D,Imprivata,Imprivata FairWarning
